09-23-2026 15:34:55 RAM 3346/30697MB (lfb 433x4MB) SWAP 414/15348MB (cached 0MB) CPU [12%@2201,22%@2201,11%@2201,8%@2201,10%@2201,10%@2201,10%@2201,9%@2201,11%@2201,9%@2201,48%@2201,8%@2201] GR3D_FREQ 0% cpu@55.406C soc2@50.5C soc0@51.937C gpu@50.218C tj@55.406C soc1@52.125C VDD_GPU_SOC 4931mW/4931mW VDD_CPU_CV 4169mW/4169mW VIN_SYS_5V0 4923mW/4923mW
09-23-2026 16:08:59 RAM 13066/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,38%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@71.343C soc2@67.312C soc0@68.312C gpu@71.312C tj@71.343C soc1@67.25C VDD_GPU_SOC 33435mW/33656mW VDD_CPU_CV 2254mW/2211mW VIN_SYS_5V0 10248mW/10293mW
09-23-2026 16:09:00 RAM 13041/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,39%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.468C soc2@67.468C soc0@68.468C gpu@71.687C tj@71.687C soc1@67.281C VDD_GPU_SOC 34172mW/33656mW VDD_CPU_CV 2253mW/2211mW VIN_SYS_5V0 10449mW/10293mW
09-23-2026 16:09:01 RAM 13061/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,37%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@71.687C soc2@67.593C soc0@68.531C gpu@72.5C tj@72.5C soc1@67.187C VDD_GPU_SOC 35283mW/33657mW VDD_CPU_CV 2252mW/2211mW VIN_SYS_5V0 10650mW/10293mW
09-23-2026 16:09:02 RAM 13064/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,3%@2201,34%@2201,1%@2201,2%@2201] GR3D_FREQ 98% cpu@71.5C soc2@67.468C soc0@68.625C gpu@71.875C tj@71.875C soc1@67.218C VDD_GPU_SOC 35644mW/33658mW VDD_CPU_CV 1876mW/2211mW VIN_SYS_5V0 10751mW/10293mW
09-23-2026 16:09:03 RAM 13067/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,29%@2201,9%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@71.75C soc2@67.531C soc0@68.468C gpu@71.968C tj@71.968C soc1@67.281C VDD_GPU_SOC 36019mW/33659mW VDD_CPU_CV 1876mW/2211mW VIN_SYS_5V0 10751mW/10294mW
09-23-2026 16:09:04 RAM 13067/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,6%@2201,36%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@71.531C soc2@67.593C soc0@68.468C gpu@72.343C tj@72.343C soc1@67.156C VDD_GPU_SOC 36769mW/33661mW VDD_CPU_CV 1876mW/2210mW VIN_SYS_5V0 10751mW/10294mW
09-23-2026 16:09:05 RAM 13067/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,40%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@71.562C soc2@67.625C soc0@68.593C gpu@72.625C tj@72.625C soc1@67.281C VDD_GPU_SOC 37504mW/33663mW VDD_CPU_CV 1875mW/2210mW VIN_SYS_5V0 10751mW/10294mW
09-23-2026 16:09:06 RAM 13067/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,42%@2201,2%@2201,1%@2201] GR3D_FREQ 97% cpu@71.593C soc2@67.75C soc0@68.625C gpu@72.812C tj@72.812C soc1@67.375C VDD_GPU_SOC 38629mW/33665mW VDD_CPU_CV 1875mW/2210mW VIN_SYS_5V0 10751mW/10294mW
09-23-2026 16:09:07 RAM 13048/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201,56%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@71.531C soc2@67.218C soc0@68.281C gpu@71.093C tj@71.531C soc1@67.437C VDD_GPU_SOC 30080mW/33663mW VDD_CPU_CV 2256mW/2210mW VIN_SYS_5V0 9947mW/10294mW
09-23-2026 16:09:08 RAM 13048/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,26%@2201,0%@2201,0%@2201] GR3D_FREQ 39% cpu@71.968C soc2@67.312C soc0@68.156C gpu@70.031C tj@71.968C soc1@67.25C VDD_GPU_SOC 36769mW/33665mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10650mW/10294mW
09-23-2026 16:09:09 RAM 13065/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,2%@2201,1%@2201,45%@2201,1%@2201,2%@2201] GR3D_FREQ 1% cpu@71.906C soc2@67.125C soc0@68.031C gpu@68.968C tj@71.906C soc1@67.281C VDD_GPU_SOC 31570mW/33664mW VDD_CPU_CV 2630mW/2210mW VIN_SYS_5V0 9847mW/10294mW
09-23-2026 16:09:10 RAM 13068/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,0%@2201,41%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.875C soc2@67.375C soc0@68.343C gpu@71.687C tj@71.687C soc1@67.312C VDD_GPU_SOC 31946mW/33663mW VDD_CPU_CV 2254mW/2210mW VIN_SYS_5V0 10248mW/10294mW
09-23-2026 16:09:11 RAM 13069/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,29%@2201,0%@2201,1%@2201] GR3D_FREQ 39% cpu@71.718C soc2@67.312C soc0@68.25C gpu@69.875C tj@71.718C soc1@67.406C VDD_GPU_SOC 35283mW/33664mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10449mW/10294mW
09-23-2026 16:09:12 RAM 13069/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,0%@2201,41%@2201,0%@2201,1%@2201] GR3D_FREQ 93% cpu@71.781C soc2@67.25C soc0@68.187C gpu@70.406C tj@71.781C soc1@67.5C VDD_GPU_SOC 31946mW/33663mW VDD_CPU_CV 2255mW/2210mW VIN_SYS_5V0 10048mW/10294mW
09-23-2026 16:09:13 RAM 13070/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,43%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.875C soc2@67.593C soc0@68.718C gpu@71.812C tj@71.875C soc1@67.25C VDD_GPU_SOC 35659mW/33664mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10851mW/10294mW
09-23-2026 16:09:14 RAM 13044/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,39%@2201,1%@2201,0%@2201] GR3D_FREQ 97% cpu@71.781C soc2@67.593C soc0@68.437C gpu@72.375C tj@72.375C soc1@67.343C VDD_GPU_SOC 36769mW/33666mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10751mW/10294mW
09-23-2026 16:09:15 RAM 13042/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,2%@2201,0%@2201,2%@2201,0%@2201,1%@2201,1%@2201,42%@2201,1%@2201,1%@2201] GR3D_FREQ 96% cpu@71.937C soc2@67.625C soc0@68.593C gpu@72.5C tj@72.5C soc1@67.312C VDD_GPU_SOC 37504mW/33667mW VDD_CPU_CV 2250mW/2210mW VIN_SYS_5V0 10952mW/10295mW
09-23-2026 16:09:16 RAM 13042/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,40%@2201,0%@2201,0%@2201] GR3D_FREQ 97% cpu@71.625C soc2@67.75C soc0@68.687C gpu@72.843C tj@72.843C soc1@67.375C VDD_GPU_SOC 39004mW/33670mW VDD_CPU_CV 1873mW/2210mW VIN_SYS_5V0 11052mW/10295mW
09-23-2026 16:09:17 RAM 13041/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,42%@2201,0%@2201,1%@2201] GR3D_FREQ 38% cpu@71.75C soc2@67.375C soc0@68.375C gpu@69.843C tj@71.75C soc1@67.406C VDD_GPU_SOC 35674mW/33671mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10449mW/10295mW
09-23-2026 16:09:18 RAM 13062/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,0%@2201,1%@2201,45%@2201,0%@2201,1%@2201] GR3D_FREQ 0% cpu@71.968C soc2@67.062C soc0@68.093C gpu@68.562C tj@71.968C soc1@67.281C VDD_GPU_SOC 31208mW/33670mW VDD_CPU_CV 2255mW/2210mW VIN_SYS_5V0 9847mW/10295mW
09-23-2026 16:09:19 RAM 13045/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [5%@2201,1%@2201,0%@2201,1%@2201,1%@2201,2%@2201,1%@2201,1%@2201,6%@2201,37%@2201,1%@2201,2%@2201] GR3D_FREQ 98% cpu@71.5C soc2@67.343C soc0@68.281C gpu@71.718C tj@71.718C soc1@67.312C VDD_GPU_SOC 31570mW/33669mW VDD_CPU_CV 2254mW/2210mW VIN_SYS_5V0 10449mW/10295mW
09-23-2026 16:09:20 RAM 13046/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,11%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.937C soc2@67.781C soc0@68.75C gpu@73.062C tj@73.062C soc1@67.281C VDD_GPU_SOC 40469mW/33672mW VDD_CPU_CV 1873mW/2210mW VIN_SYS_5V0 10952mW/10295mW
09-23-2026 16:09:21 RAM 13057/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,31%@2201,0%@2201,0%@2201,3%@2201] GR3D_FREQ 94% cpu@71.687C soc2@67.718C soc0@68.687C gpu@72.312C tj@72.312C soc1@67.437C VDD_GPU_SOC 36769mW/33674mW VDD_CPU_CV 1876mW/2210mW VIN_SYS_5V0 10851mW/10296mW
09-23-2026 16:09:22 RAM 13041/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,2%@2201,1%@2201,1%@2201,21%@2201,20%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@71.625C soc2@67.718C soc0@68.718C gpu@72.593C tj@72.593C soc1@67.468C VDD_GPU_SOC 36769mW/33675mW VDD_CPU_CV 1876mW/2210mW VIN_SYS_5V0 10650mW/10296mW
09-23-2026 16:09:23 RAM 13059/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,2%@2201,0%@2201,24%@2201,0%@2201,17%@2201,2%@2201] GR3D_FREQ 98% cpu@71.562C soc2@67.593C soc0@68.812C gpu@72.875C tj@72.875C soc1@67.562C VDD_GPU_SOC 37520mW/33677mW VDD_CPU_CV 2250mW/2210mW VIN_SYS_5V0 10650mW/10296mW
09-23-2026 16:09:24 RAM 13059/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,21%@2201,0%@2201,9%@2201,1%@2201,0%@2201,0%@2201,12%@2201,0%@2201,0%@2201,2%@2201] GR3D_FREQ 97% cpu@71.75C soc2@67.718C soc0@68.656C gpu@73.031C tj@73.031C soc1@67.343C VDD_GPU_SOC 38629mW/33679mW VDD_CPU_CV 1875mW/2210mW VIN_SYS_5V0 10751mW/10296mW
09-23-2026 16:09:25 RAM 13063/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,45%@2201,1%@2201,0%@2201,1%@2201,0%@2201,2%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 36% cpu@71.937C soc2@67.562C soc0@68.5C gpu@71.031C tj@71.937C soc1@67.406C VDD_GPU_SOC 37144mW/33681mW VDD_CPU_CV 2249mW/2210mW VIN_SYS_5V0 10851mW/10296mW
09-23-2026 16:09:26 RAM 13065/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,41%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 39% cpu@71.718C soc2@67.437C soc0@68.343C gpu@70.25C tj@71.718C soc1@67.406C VDD_GPU_SOC 35659mW/33682mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10449mW/10297mW
09-23-2026 16:09:27 RAM 13065/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,12%@2201,39%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.75C soc2@67.656C soc0@68.5C gpu@72.093C tj@72.093C soc1@67.312C VDD_GPU_SOC 33796mW/33682mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10550mW/10297mW
09-23-2026 16:09:28 RAM 13065/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,2%@2201,38%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.593C soc2@67.718C soc0@68.531C gpu@72.312C tj@72.312C soc1@67.5C VDD_GPU_SOC 35283mW/33683mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10650mW/10297mW
09-23-2026 16:09:29 RAM 13040/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,37%@2201,2%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 97% cpu@71.656C soc2@67.656C soc0@68.625C gpu@71.906C tj@71.906C soc1@67.281C VDD_GPU_SOC 35659mW/33684mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10751mW/10297mW
09-23-2026 16:09:30 RAM 13042/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,1%@2201,37%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.781C soc2@67.593C soc0@68.468C gpu@72.281C tj@72.281C soc1@67.312C VDD_GPU_SOC 35659mW/33685mW VDD_CPU_CV 1876mW/2210mW VIN_SYS_5V0 10751mW/10297mW
09-23-2026 16:09:31 RAM 13043/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,2%@2201,12%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@71.75C soc2@67.875C soc0@68.875C gpu@73.5C tj@73.5C soc1@67.406C VDD_GPU_SOC 41968mW/33689mW VDD_CPU_CV 1873mW/2209mW VIN_SYS_5V0 10952mW/10298mW
09-23-2026 16:09:32 RAM 13038/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,36%@2201,0%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201] GR3D_FREQ 97% cpu@72.093C soc2@67.843C soc0@68.718C gpu@72.875C tj@72.875C soc1@67.375C VDD_GPU_SOC 39004mW/33691mW VDD_CPU_CV 1874mW/2209mW VIN_SYS_5V0 10751mW/10298mW
09-23-2026 16:09:33 RAM 13032/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,3%@2201,59%@2201,1%@2201,2%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@71.625C soc2@67.531C soc0@68.531C gpu@72.156C tj@72.156C soc1@67.437C VDD_GPU_SOC 31932mW/33691mW VDD_CPU_CV 2253mW/2209mW VIN_SYS_5V0 10349mW/10298mW
09-23-2026 16:09:34 RAM 13031/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,1%@2201,30%@2201,11%@2201,1%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.656C soc2@67.687C soc0@68.562C gpu@72.437C tj@72.437C soc1@67.468C VDD_GPU_SOC 34547mW/33691mW VDD_CPU_CV 2252mW/2209mW VIN_SYS_5V0 10550mW/10298mW
09-23-2026 16:09:35 RAM 13057/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,2%@2201,4%@2201,37%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.875C soc2@67.718C soc0@68.5C gpu@72C tj@72C soc1@67.312C VDD_GPU_SOC 35283mW/33692mW VDD_CPU_CV 2252mW/2209mW VIN_SYS_5V0 10650mW/10298mW
09-23-2026 16:09:36 RAM 13057/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,2%@2201,38%@2201,0%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 87% cpu@71.781C soc2@67.656C soc0@68.531C gpu@72.437C tj@72.437C soc1@67.281C VDD_GPU_SOC 36394mW/33693mW VDD_CPU_CV 2251mW/2209mW VIN_SYS_5V0 10751mW/10298mW
09-23-2026 16:09:37 RAM 13058/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,34%@2201,30%@2201,0%@2201,1%@2201,0%@2201,2%@2201,1%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 94% cpu@71.968C soc2@67.25C soc0@68.218C gpu@70.937C tj@71.968C soc1@67.281C VDD_GPU_SOC 28939mW/33691mW VDD_CPU_CV 2630mW/2210mW VIN_SYS_5V0 10048mW/10298mW
09-23-2026 16:09:38 RAM 13039/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [2%@2201,5%@2201,3%@2201,65%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 66% cpu@71.656C soc2@67.062C soc0@67.968C gpu@69.656C tj@71.656C soc1@67.312C VDD_GPU_SOC 26707mW/33687mW VDD_CPU_CV 2632mW/2210mW VIN_SYS_5V0 9445mW/10298mW
09-23-2026 16:09:39 RAM 13059/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,39%@2201,0%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.562C soc2@67.375C soc0@68.281C gpu@71.093C tj@71.562C soc1@67.406C VDD_GPU_SOC 31570mW/33686mW VDD_CPU_CV 2254mW/2210mW VIN_SYS_5V0 10048mW/10298mW
09-23-2026 16:09:40 RAM 13063/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,41%@2201,0%@2201,2%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 95% cpu@71.593C soc2@67.281C soc0@68.406C gpu@71.125C tj@71.593C soc1@67.218C VDD_GPU_SOC 32684mW/33686mW VDD_CPU_CV 2254mW/2210mW VIN_SYS_5V0 10148mW/10298mW
09-23-2026 16:09:41 RAM 13040/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [19%@2201,2%@2201,1%@2201,35%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 97% cpu@71.718C soc2@67.687C soc0@68.625C gpu@72.843C tj@72.843C soc1@67.218C VDD_GPU_SOC 37895mW/33688mW VDD_CPU_CV 2250mW/2210mW VIN_SYS_5V0 10650mW/10298mW
09-23-2026 16:09:42 RAM 13038/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [9%@2201,1%@2201,2%@2201,41%@2201,1%@2201,1%@2201,1%@2201,1%@2201,6%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 97% cpu@71.968C soc2@67.718C soc0@68.625C gpu@73.031C tj@73.031C soc1@67.343C VDD_GPU_SOC 38987mW/33690mW VDD_CPU_CV 2250mW/2210mW VIN_SYS_5V0 10751mW/10298mW
09-23-2026 16:09:43 RAM 13055/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [6%@2201,8%@2201,0%@2201,35%@2201,0%@2201,1%@2201,1%@2201,1%@2201,4%@2201,8%@2201,0%@2201,0%@2201] GR3D_FREQ 97% cpu@71.625C soc2@67.593C soc0@68.531C gpu@71.937C tj@71.937C soc1@67.375C VDD_GPU_SOC 38254mW/33693mW VDD_CPU_CV 2250mW/2210mW VIN_SYS_5V0 10650mW/10298mW
09-23-2026 16:09:44 RAM 13059/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,2%@2201,39%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201] GR3D_FREQ 39% cpu@71.718C soc2@67.562C soc0@68.437C gpu@70.906C tj@71.718C soc1@67.375C VDD_GPU_SOC 37128mW/33694mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10550mW/10298mW
09-23-2026 16:09:45 RAM 13041/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,0%@2201,0%@2201,25%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.593C soc2@67.75C soc0@68.75C gpu@73.125C tj@72.875C soc1@67.468C VDD_GPU_SOC 38254mW/33696mW VDD_CPU_CV 1874mW/2210mW VIN_SYS_5V0 11052mW/10299mW
09-23-2026 16:09:46 RAM 13057/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,3%@2201,1%@2201,33%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 98% cpu@71.781C soc2@67.531C soc0@68.656C gpu@71.937C tj@71.937C soc1@67.468C VDD_GPU_SOC 34908mW/33697mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10550mW/10299mW
09-23-2026 16:09:47 RAM 13059/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,2%@2201,1%@2201,38%@2201,0%@2201,2%@2201,1%@2201,2%@2201,0%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 98% cpu@72.031C soc2@67.593C soc0@68.468C gpu@72.25C tj@72.25C soc1@67.343C VDD_GPU_SOC 34908mW/33698mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10650mW/10299mW
09-23-2026 16:09:48 RAM 13059/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,0%@2201,38%@2201,2%@2201,1%@2201,0%@2201,0%@2201,0%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.781C soc2@67.593C soc0@68.468C gpu@72.062C tj@72.062C soc1@67.281C VDD_GPU_SOC 35283mW/33698mW VDD_CPU_CV 2251mW/2210mW VIN_SYS_5V0 10650mW/10299mW
09-23-2026 16:09:49 RAM 13059/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,50%@2201,0%@2201,0%@2201,1%@2201,0%@2201,2%@2201,0%@2201,0%@2201,0%@2201] GR3D_FREQ 73% cpu@71.75C soc2@67.468C soc0@68.468C gpu@70.593C tj@71.75C soc1@67.375C VDD_GPU_SOC 34143mW/33699mW VDD_CPU_CV 2253mW/2210mW VIN_SYS_5V0 10349mW/10299mW
09-23-2026 16:09:50 RAM 13033/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,2%@2201,1%@2201,54%@2201,1%@2201,2%@2201,1%@2201,1%@2201,0%@2201,1%@2201,1%@2201,1%@2201] GR3D_FREQ 97% cpu@71.562C soc2@67.531C soc0@68.281C gpu@72C tj@72C soc1@67.343C VDD_GPU_SOC 32684mW/33698mW VDD_CPU_CV 2254mW/2210mW VIN_SYS_5V0 10449mW/10299mW
09-23-2026 16:09:51 RAM 13051/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [1%@2201,1%@2201,1%@2201,36%@2201,1%@2201,1%@2201,1%@2201,1%@2201,1%@2201,0%@2201,0%@2201,1%@2201] GR3D_FREQ 98% cpu@71.468C soc2@67.593C soc0@68.562C gpu@72C tj@72C soc1@67.281C VDD_GPU_SOC 34533mW/33699mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10751mW/10299mW
09-23-2026 16:09:52 RAM 13057/30697MB (lfb 60x4MB) SWAP 414/15348MB (cached 0MB) CPU [0%@2201,1%@2201,1%@2201,40%@2201,0%@2201,1%@2201,0%@2201,0%@2201,1%@2201,0%@2201,1%@2201,0%@2201] GR3D_FREQ 98% cpu@71.562C soc2@67.468C soc0@68.593C gpu@71.843C tj@71.843C soc1@67.437C VDD_GPU_SOC 34908mW/33699mW VDD_CPU_CV 2252mW/2210mW VIN_SYS_5V0 10550mW/10300mW
